filename	description	artistic_tags	width	height	aspect_ratio	file_size_kb	dominant_hue	dominant_saturation	color_temperature	saturation_level	contrast_level	format_type	complexity	creation_date	processing_order
192.jpg	 a clock with sand clocks clock. , clock face e n t y c o m p r i l d u b k w x h f g j en v z pos re com ing if he hat th er nite ness ; figuratively - fig – ten digits — namely : clock clock faces ent ly clock	color-warm, saturation-vibrant, contrast-high-contrast, format-portrait, complexity-simple, subject-portrait, mood-cozy, style-bold	512	768	0.67	10.2	270	66	warm	vibrant	high-contrast	portrait	simple	2025-05-25 20:55:08	104
193.jpg	S of of the tee ne or e	color-warm, saturation-moderate, contrast-high-contrast, format-portrait, complexity-complex, mood-cozy	512	768	0.67	35.9	357	81	warm	moderate	high-contrast	portrait	complex	2025-05-25 20:55:08	105
194.jpg	 a close-up of tangled wires and cables, with strands of light shining through the gaps	color-cool, saturation-muted, contrast-high-contrast, format-portrait, complexity-moderate, style-intimate, mood-fresh, style-subtle	512	768	0.67	23.6	45	20	cool	muted	high-contrast	portrait	moderate	2025-05-25 20:55:09	106
195.jpg	 a close-up of tangled wires and cables, with varying shapes and colors	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, style-intimate, mood-cozy, style-subtle	512	768	0.67	23.8	46	25	warm	muted	high-contrast	portrait	complex	2025-05-25 20:55:09	107
196.jpg	A satyee es tet ie	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, mood-cozy, style-subtle	512	768	0.67	23.8	46	25	warm	muted	high-contrast	portrait	complex	2025-05-25 20:55:09	108
197.jpg	unknow	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, mood-cozy, style-subtle	512	768	0.67	28.9	45	23	warm	muted	high-contrast	portrait	complex	2025-05-25 20:55:10	109
198.jpg	A large group of people standing in crowded space	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-portrait, mood-cozy, style-subtle	512	768	0.67	28.9	45	23	warm	muted	high-contrast	portrait	complex	2025-05-25 20:55:10	110
199.jpg	unknow	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, mood-cozy, style-subtle	512	768	0.67	21.5	81	7	warm	muted	high-contrast	portrait	complex	2025-05-25 20:55:10	111
2.jpg	A tree with s ed tee neer y en o m i c u l d	color-warm, saturation-moderate, contrast-high-contrast, format-portrait, complexity-complex, subject-nature, mood-cozy	512	768	0.67	50.5	23	65	warm	moderate	high-contrast	portrait	complex	2025-05-25 20:55:11	112
20.jpg	 a tree, bushes, grass, leaves, branches, and sand. , with varying shades of blue, grey, black, white, red, yellow, green, blue and white	color-cool, saturation-muted, contrast-balanced, format-portrait, complexity-complex, subject-nature, mood-fresh, style-subtle	512	768	0.67	57.8	280	2	cool	muted	balanced	portrait	complex	2025-05-25 20:55:11	113
200.jpg	  a train moving along crowded tracks, with dozens of passengers sitting on the platform	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, mood-serene, subject-transportation	512	768	0.67	21.5	81	7	warm	muted	high-contrast	portrait	complex	2025-05-25 20:55:12	114
201.jpg	A train on sat id train, e ne train, train or train	color-cool, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-transportation, mood-fresh, style-subtle	512	768	0.67	28.8	48	3	cool	muted	high-contrast	portrait	complex	2025-05-25 20:55:12	115
202.jpg	A satyricane - i tees et en – n o m, c u l r p h y w x d b q f g j k z v. if he hat th er ve ry ; re & ch ant'ly com ing :?	color-neutral, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, style-subtle	512	768	0.67	35.0	31	7	neutral	muted	high-contrast	portrait	complex	2025-05-25 20:55:12	116
203.jpg	 a tree, bushes, grass, trees, and s e. ing, the main elements of this image consist of :	color-neutral, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-nature, style-subtle	512	768	0.67	28.6	29	4	neutral	muted	high-contrast	portrait	complex	2025-05-25 20:55:13	117
204.jpg	A view of sand, surrounded by trees and mountains	color-neutral, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-nature, style-subtle	512	768	0.67	28.6	29	4	neutral	muted	high-contrast	portrait	complex	2025-05-25 20:55:13	118
205.jpg	A woman with sat in tangled in the ed i m ne r y ph o f c u l d	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-portrait, mood-cozy, style-subtle	512	768	0.67	29.6	30	10	warm	muted	high-contrast	portrait	complex	2025-05-25 20:55:13	119
206.jpg	unknow	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, mood-cozy, style-subtle	512	768	0.67	29.6	30	10	warm	muted	high-contrast	portrait	complex	2025-05-25 20:55:14	120
207.jpg	 a woman is sitting in sand with tees, surrounded by e ne, and encircled by the horizon. , with the sun shining through the sky	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-portrait, mood-cozy, style-subtle	512	768	0.67	24.1	22	32	warm	muted	high-contrast	portrait	complex	2025-05-25 20:55:14	121
208.jpg	unknow. the subject is a woman sitting in solitary focus on tan background	color-neutral, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-portrait, style-subtle	512	768	0.67	37.2	46	4	neutral	muted	high-contrast	portrait	complex	2025-05-25 20:55:14	122
209.jpg	A boat in the water, sa tee ne, or e	color-neutral, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-transportation, style-subtle	512	768	0.67	29.1	199	2	neutral	muted	high-contrast	portrait	complex	2025-05-25 20:55:15	123
21.jpg	A black and white image of sand, with dunes and trees in the background	color-neutral, saturation-muted, contrast-high-contrast, format-standard, complexity-complex, subject-nature, style-subtle	512	342	1.5	13.6	280	18	neutral	muted	high-contrast	standard	complex	2025-05-25 20:55:15	124
210.jpg	unknow. the subject is a boat in the water	color-neutral, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-transportation, style-subtle	512	768	0.67	25.1	180	0	neutral	muted	high-contrast	portrait	complex	2025-05-25 20:55:15	125
211.jpg	 a boat in the water, surrounded by trees, and sand. , with tie ne	color-neutral, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-nature, subject-transportation	512	768	0.67	25.1	180	0	neutral	muted	high-contrast	portrait	complex	2025-05-25 20:55:16	126
212.jpg	unknow	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, mood-cozy, style-subtle	512	768	0.67	27.4	75	2	warm	muted	high-contrast	portrait	complex	2025-05-25 20:55:16	127
213.jpg	A train on sat on the train	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-transportation, mood-cozy, style-subtle	512	768	0.67	37.8	27	40	warm	muted	high-contrast	portrait	complex	2025-05-25 20:55:16	128
214.jpg	unknow	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, mood-cozy, style-subtle	512	768	0.67	34.9	28	26	warm	muted	high-contrast	portrait	complex	2025-05-25 20:55:17	129
215.jpg	A man is sitting on stools in crowded room	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-portrait, subject-interior	512	768	0.67	33.8	30	18	warm	muted	high-contrast	portrait	complex	2025-05-25 20:55:17	130
216.jpg	unknow	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, mood-cozy, style-subtle	512	768	0.67	37.1	31	22	warm	muted	high-contrast	portrait	complex	2025-05-25 20:55:17	131
217.jpg	A satyricane - figurative em n t r i m	color-warm, saturation-muted, contrast-balanced, format-portrait, complexity-complex, mood-cozy, style-subtle	512	768	0.67	32.2	120	5	warm	muted	balanced	portrait	complex	2025-05-25 20:55:18	132
218.jpg	unknow. the subject is a woman in tan colored dress with blond hair and brown eyes	color-warm, saturation-muted, contrast-balanced, format-portrait, complexity-complex, subject-portrait, mood-cozy, style-subtle	512	768	0.67	32.2	120	5	warm	muted	balanced	portrait	complex	2025-05-25 20:55:18	133
219.jpg	A train moving down crowded street	color-neutral, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-nature, subject-urban, subject-transportation	512	768	0.67	44.6	35	16	neutral	muted	high-contrast	portrait	complex	2025-05-25 20:55:19	134
22.jpg	unknow	color-neutral, saturation-muted, contrast-balanced, format-landscape, complexity-complex, style-subtle	512	339	1.51	26.0	0	0	neutral	muted	balanced	landscape	complex	2025-05-25 20:55:19	135
220.jpg	unknow. the subject is a person riding sled down icy snowy slopes	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-portrait, mood-cozy, style-subtle	512	768	0.67	28.7	27	25	warm	muted	high-contrast	portrait	complex	2025-05-25 20:55:19	136
221.jpg	 a black and white photo of sand, with rocky mountains in the background. the main subject is the beach, which is shown in hazy light	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-nature, mood-cozy, style-subtle	512	768	0.67	28.7	27	25	warm	muted	high-contrast	portrait	complex	2025-05-25 20:55:19	137
222.jpg	unknow	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, mood-cozy, style-subtle	512	768	0.67	40.0	24	19	warm	muted	high-contrast	portrait	complex	2025-05-25 20:55:20	138
223.jpg	 a person is sitting in sand, surrounded by bushes, trees, grass, and rocky terrain	color-cool, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-portrait, subject-nature	512	768	0.67	18.1	270	3	cool	muted	high-contrast	portrait	complex	2025-05-25 20:55:20	139
224.jpg	 a black and white photograph of tangled wires, with strands of light shining through	color-warm, saturation-moderate, contrast-high-contrast, format-portrait, complexity-complex, mood-cozy	512	768	0.67	33.0	26	68	warm	moderate	high-contrast	portrait	complex	2025-05-25 20:55:20	140
225.jpg	  a woman with blond hair and shaved face, standing in front of an abstract background	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-portrait, style-artistic	512	768	0.67	36.8	31	35	warm	muted	high-contrast	portrait	complex	2025-05-25 20:55:21	141
226.jpg	The subject, setting, and visual style of the image are identified.  a portrait of solitary woman with blond hair and brown eyes	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-portrait, mood-cozy, style-subtle	512	768	0.67	36.8	31	35	warm	muted	high-contrast	portrait	complex	2025-05-25 20:55:21	142
227.jpg	A woman is standing in front of bushes, with her hands raised in the air	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-portrait, mood-cozy, style-subtle	512	768	0.67	33.0	50	6	warm	muted	high-contrast	portrait	complex	2025-05-25 20:55:21	143
228.jpg	A black and white image of sand, with rocky shores and trees	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-nature, mood-cozy, style-subtle	512	768	0.67	48.8	44	31	warm	muted	high-contrast	portrait	complex	2025-05-25 20:55:22	144
229.jpg	A black and white image of sand, surrounded by trees and grass	color-warm, saturation-muted, contrast-balanced, format-portrait, complexity-complex, subject-nature, mood-cozy, style-subtle	512	768	0.67	43.8	39	31	warm	muted	balanced	portrait	complex	2025-05-25 20:55:22	145
23.jpg	A black and white image of sand, with rocky shores and trees	color-neutral, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-nature, style-subtle	512	773	0.66	43.6	0	0	neutral	muted	high-contrast	portrait	complex	2025-05-25 20:55:22	146
230.jpg	A train on s of train with i like the train, train, e ne train	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-transportation, mood-cozy, style-subtle	512	768	0.67	30.8	60	0	warm	muted	high-contrast	portrait	complex	2025-05-25 20:55:23	147
231.jpg	 a boat in the water, surrounded by trees, and sand. , with crows flying over the sea, or horizon, in mediotemporal el	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-nature, subject-transportation	512	768	0.67	30.8	40	9	warm	muted	high-contrast	portrait	complex	2025-05-25 20:55:23	148
232.jpg	 a tree, bushes, grass, trees, clouds, sky, etc	color-neutral, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-nature, style-subtle	512	768	0.67	44.9	42	10	neutral	muted	high-contrast	portrait	complex	2025-05-25 20:55:23	149
233.jpg	unknow	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, mood-cozy, style-subtle	512	768	0.67	31.0	31	11	warm	muted	high-contrast	portrait	complex	2025-05-25 20:55:24	150
234.jpg	unknow	color-neutral, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, style-subtle	512	768	0.67	18.9	279	4	neutral	muted	high-contrast	portrait	complex	2025-05-25 20:55:24	151
235.jpg	The main visual elements and composition of the image are the woman's head, face, hands, and body. , a woman is sitting in tensely, with her hands on her lap, her legs crossed behind her, in her arms, holding utenst ed s o ne of her face	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, mood-nostalgic, subject-portrait, style-vintage	512	768	0.67	30.6	30	20	warm	muted	high-contrast	portrait	complex	2025-05-25 20:55:24	152
236.jpg	A train moving down sand on tie ed, i nee, or o m y ing r c u l p h d	color-neutral, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-transportation, style-subtle	512	768	0.67	35.7	0	3	neutral	muted	high-contrast	portrait	complex	2025-05-25 20:55:25	153
237.jpg	A large number of objects in varying shapes and sizes	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, mood-cozy, style-subtle	512	768	0.67	45.1	0	28	warm	muted	high-contrast	portrait	complex	2025-05-25 20:55:25	154
238.jpg	 a woman is sitting in sand with tees, surrounded by coloured objects, and forming figurative shapes. , as well as abstract, abstract and abstract	color-neutral, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-portrait, style-artistic	512	768	0.67	32.2	280	12	neutral	muted	high-contrast	portrait	complex	2025-05-25 20:55:26	155
239.jpg	 a person is sitting in sand, surrounded by bushes, trees, and rocky terrain	color-warm, saturation-muted, contrast-balanced, format-portrait, complexity-complex, subject-portrait, subject-nature	512	768	0.67	35.1	20	10	warm	muted	balanced	portrait	complex	2025-05-25 20:55:26	156
24.jpg	 a black and white background with sand, ice, snow, and dreary. ing, with the main subject matter being surrounded by icy water	color-neutral, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, style-subtle	512	773	0.66	49.9	0	0	neutral	muted	high-contrast	portrait	complex	2025-05-25 20:55:26	157
240.jpg	A woman in sat on tv i m e n y p r c u l o f x d w h k b q j g v	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-portrait, mood-cozy, style-subtle	512	768	0.67	28.0	89	4	warm	muted	high-contrast	portrait	complex	2025-05-25 20:55:26	158
241.jpg	A woman in sat in the tv ie ed f x l r n m y j u c o p h w d	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-portrait, mood-cozy, style-subtle	512	768	0.67	33.1	30	24	warm	muted	high-contrast	portrait	complex	2025-05-25 20:55:27	159
242.jpg	A train on sat on the train	color-warm, saturation-muted, contrast-high-contrast, format-standard, complexity-complex, subject-transportation, mood-cozy, style-subtle	512	342	1.5	21.6	37	13	warm	muted	high-contrast	standard	complex	2025-05-25 20:55:27	160
243.jpg	unknow	color-warm, saturation-moderate, contrast-high-contrast, format-portrait, complexity-complex, mood-cozy	512	768	0.67	50.3	43	42	warm	moderate	high-contrast	portrait	complex	2025-05-25 20:55:27	161
244.jpg	unknow	color-neutral, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, style-subtle	512	768	0.67	33.0	195	15	neutral	muted	high-contrast	portrait	complex	2025-05-25 20:55:28	162
245.jpg	A man is standing in sand, with twigs of grass and sticks in his hand	color-neutral, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-portrait, style-subtle	512	768	0.67	33.0	195	15	neutral	muted	high-contrast	portrait	complex	2025-05-25 20:55:28	163
246.jpg	 a train traveling down crowded tracks, with dozens of trains passing by, forming zigzag lines, and containing varying shapes and colors. , as well as if the train is moving in sl, or accelerating, moving forward, etc	color-cool, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, mood-serene, subject-transportation	512	768	0.67	30.3	74	6	cool	muted	high-contrast	portrait	complex	2025-05-25 20:55:29	164
247.jpg	A black and white image of tangled wires, with strands of light and dark blue lines	color-cool, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, mood-melancholic, lighting-low-light	512	768	0.67	30.3	74	6	cool	muted	high-contrast	portrait	complex	2025-05-25 20:55:29	165
248.jpg	unknow. the subject is a woman standing in midst of stacked objects	color-neutral, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-portrait, style-subtle	512	768	0.67	28.0	42	7	neutral	muted	high-contrast	portrait	complex	2025-05-25 20:55:29	166
249.jpg	 a building with stairways, stairs, s, and ed. , with the main elements of he image, the building has tens, consisting of in : the com pletely encased in the form of an i ne ; figuratively, as if viewed from l y o m p c u r t h er pos d ent - ly in, or re – ness — namely consists of, in addition )	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-urban, mood-cozy, style-subtle	512	768	0.67	36.6	42	6	warm	muted	high-contrast	portrait	complex	2025-05-25 20:55:30	167
25.jpg	unknow	color-neutral, saturation-muted, contrast-balanced, format-portrait, complexity-complex, style-subtle	512	768	0.67	18.0	279	2	neutral	muted	balanced	portrait	complex	2025-05-25 20:55:30	168
250.jpg	unknow	color-neutral, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, style-subtle	512	768	0.67	32.5	32	9	neutral	muted	high-contrast	portrait	complex	2025-05-25 20:55:30	169
251.jpg	  a train moving on crowded tracks	color-neutral, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-transportation, style-subtle	512	768	0.67	32.5	32	9	neutral	muted	high-contrast	portrait	complex	2025-05-25 20:55:31	170
252.jpg	A black and white image of sand, with rocky shores and trees	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-nature, mood-cozy, style-subtle	512	768	0.67	36.5	28	41	warm	muted	high-contrast	portrait	complex	2025-05-25 20:55:31	171
253.jpg	unknow	color-neutral, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, style-subtle	512	768	0.67	47.2	29	15	neutral	muted	high-contrast	portrait	complex	2025-05-25 20:55:31	172
254.jpg	The main visual elements and composition of the image are the person in the background, the woman is standing in front of a window, and the man is sitting behind her. in he window	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-portrait, mood-cozy, style-subtle	512	768	0.67	37.6	38	24	warm	muted	high-contrast	portrait	complex	2025-05-25 20:55:32	173
255.jpg	A woman in sat in the tv i m ed f x px	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-portrait, mood-cozy, style-subtle	512	768	0.67	33.8	40	12	warm	muted	high-contrast	portrait	complex	2025-05-25 20:55:32	174
256.jpg	 a woman is sitting in sand, surrounded by bushes, and tangled with coloured ropes. ed, with her head tilte d, her hands resting on obliquely, the woman's face is reflected in the background, as if she is looking at the camera	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-portrait, mood-cozy, style-subtle	512	768	0.67	27.0	41	9	warm	muted	high-contrast	portrait	complex	2025-05-25 20:55:32	175
257.jpg	 a black and white photograph of ice cream cones in icy water. the icing cone is in the middle of the picture, with melted icicles surrounding it	color-cool, saturation-muted, contrast-balanced, format-portrait, complexity-complex, mood-fresh, style-subtle	512	768	0.67	77.2	217	31	cool	muted	balanced	portrait	complex	2025-05-25 20:55:33	176
258.jpg	A train traveling down sandy, surrounded by trees and grass	color-neutral, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-nature, subject-transportation	512	768	0.67	78.9	100	3	neutral	muted	high-contrast	portrait	complex	2025-05-25 20:55:33	177
259.jpg	  a group of trees, bushes, and grasses in varying shades of green	color-neutral, saturation-muted, contrast-balanced, format-portrait, complexity-complex, subject-nature, style-subtle	512	768	0.67	80.9	60	2	neutral	muted	balanced	portrait	complex	2025-05-25 20:55:34	178
26.jpg	unknow. the subject is a woman in tan shirt and jeans standing in front of bushes	color-cool, saturation-muted, contrast-high-contrast, format-standard, complexity-complex, subject-portrait, mood-fresh, style-subtle	512	342	1.5	10.3	280	3	cool	muted	high-contrast	standard	complex	2025-05-25 20:55:34	179
260.jpg	A tree with s and figurative meanings, e	color-neutral, saturation-muted, contrast-balanced, format-portrait, complexity-complex, subject-nature, style-subtle	512	768	0.67	80.9	60	2	neutral	muted	balanced	portrait	complex	2025-05-25 20:55:34	180
261.jpg	unknow	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, mood-cozy, style-subtle	512	768	0.67	49.8	42	30	warm	muted	high-contrast	portrait	complex	2025-05-25 20:55:35	181
262.jpg	A train traveling down crowded tracks in sand	color-neutral, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-transportation, style-subtle	512	768	0.67	59.0	83	5	neutral	muted	high-contrast	portrait	complex	2025-05-25 20:55:35	182
263.jpg	 a black and white photograph of sand, with rocky terrain and bushes	color-neutral, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, style-subtle	512	768	0.67	59.0	83	5	neutral	muted	high-contrast	portrait	complex	2025-05-25 20:55:36	183
264.jpg	 a man sitting at he computer keyboard, surrounded by dozens of keys. ing s ed, with pens and pencils, and	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, mood-serene, subject-portrait, subject-technology	512	768	0.67	41.0	31	57	warm	muted	high-contrast	portrait	complex	2025-05-25 20:55:36	184
265.jpg	unknow. the subject is a boat in the water	color-cool, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-transportation, mood-fresh, style-subtle	512	768	0.67	33.3	27	6	cool	muted	high-contrast	portrait	complex	2025-05-25 20:55:36	185
266.jpg	 a boat in the water, surrounded by sand, with moorings. ed, floating in tidal water ; i ne r y en o m p er c u l d in water	color-cool, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-transportation, mood-fresh, style-subtle	512	768	0.67	33.3	27	6	cool	muted	high-contrast	portrait	complex	2025-05-25 20:55:37	186
267.jpg	 a cityscape with sands of buildings, trees, bushes, and cactus	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-nature, subject-urban	512	768	0.67	53.6	42	4	warm	muted	high-contrast	portrait	complex	2025-05-25 20:55:37	187
268.jpg	A solitary tree in midst of bushes and trees	color-neutral, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-nature, style-subtle	512	768	0.67	43.3	60	4	neutral	muted	high-contrast	portrait	complex	2025-05-25 20:55:37	188
269.jpg	 a boat in the water, surrounded by trees, and sand. , or e, the sea, with ti ne	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-nature, subject-transportation	512	768	0.67	55.2	39	5	warm	muted	high-contrast	portrait	complex	2025-05-25 20:55:38	189
27.jpg	A man in sat in the tv id ed	color-warm, saturation-muted, contrast-balanced, format-portrait, complexity-complex, subject-portrait, mood-cozy, style-subtle	512	768	0.67	22.2	22	11	warm	muted	balanced	portrait	complex	2025-05-25 20:55:38	190
270.jpg	A boat in the water, s, or, the e ne, is t y o m p i c u r d h. en ing th l - f – w x — g ; j k z b q v re & ch ry ant he'ly pronounced : if er ate han hen eat har ness ve com ent ance ante quo ic figuratively, as pictured in fig viii, and	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-food, subject-transportation	512	768	0.67	55.2	39	5	warm	muted	high-contrast	portrait	complex	2025-05-25 20:55:39	191
271.jpg	A man with s and es he is surrounded by tangled, id - figuratively portrayed as if viewed from enlightened ;	color-warm, saturation-muted, contrast-balanced, format-portrait, complexity-complex, subject-portrait, mood-cozy, style-subtle	512	768	0.67	45.4	27	42	warm	muted	balanced	portrait	complex	2025-05-25 20:55:39	192
272.jpg	 a bird flying in the sky, surrounded by clouds, flying over sand, and crashing into cliffs, with ed encircled by rocky terrain, the horizon is visible in t he image, as well as the background of th. ne r, in an abstract way, or in some other way	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-animals, style-artistic	512	768	0.67	33.1	32	28	warm	muted	high-contrast	portrait	complex	2025-05-25 20:55:39	193
273.jpg	A black and white image of sand, with rocky shores and trees	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-nature, mood-cozy, style-subtle	512	768	0.67	33.1	32	28	warm	muted	high-contrast	portrait	complex	2025-05-25 20:55:40	194
274.jpg	A satyl e n t i m o r p c u d y j k l	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, mood-cozy, style-subtle	512	768	0.67	48.4	26	40	warm	muted	high-contrast	portrait	complex	2025-05-25 20:55:40	195
275.jpg	A symphony of music, with percussion instruments and cymatic instruments	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, mood-cozy, style-subtle	512	768	0.67	48.1	28	41	warm	muted	high-contrast	portrait	complex	2025-05-25 20:55:40	196
276.jpg	A black and white image of sand, with varying shades of blue and brown	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, mood-cozy, style-subtle	512	768	0.67	70.8	42	3	warm	muted	high-contrast	portrait	complex	2025-05-25 20:55:41	197
277.jpg	S of the e n c o m p y t i r u l d w x h b g j k z f q v, if he hat th en. ; - – — & re : '?	color-neutral, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, style-subtle	512	768	0.67	54.9	60	0	neutral	muted	high-contrast	portrait	complex	2025-05-25 20:55:41	198
278.jpg	 a black and white photograph of tangled wires and cables in varying shapes and sizes. the wirework is in the shape of an abstract pattern, with overlapping lines and shapes	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, style-artistic, mood-cozy, style-subtle	512	768	0.67	50.3	44	10	warm	muted	high-contrast	portrait	complex	2025-05-25 20:55:41	199
279.jpg	 a black and white photograph of tangled wires and cables in varying shapes and sizes. the wirework is in the shape of an abstract pattern, with overlapping lines and shapes	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, style-artistic, mood-cozy, style-subtle	512	768	0.67	50.3	44	10	warm	muted	high-contrast	portrait	complex	2025-05-25 20:55:42	200
28.jpg	unknow	color-warm, saturation-muted, contrast-balanced, format-portrait, complexity-complex, mood-cozy, style-subtle	512	768	0.67	29.2	40	24	warm	muted	balanced	portrait	complex	2025-05-25 20:55:42	201
280.jpg	The main visual elements and composition of the image are the shape of a circle, the form of an oblique triangle, or sphere, and the symmetry of its shape. , forming e	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, mood-cozy, style-subtle	512	768	0.67	45.6	47	12	warm	muted	high-contrast	portrait	complex	2025-05-25 20:55:42	202
281.jpg	S of the tee ed i m ne	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, mood-cozy, style-subtle	512	768	0.67	46.7	40	33	warm	muted	high-contrast	portrait	complex	2025-05-25 20:55:43	203
282.jpg	 a train traveling down crowded tracks, with dozens of trains on the track, surrounded by countless trees and buildings, and containing many trains and trains. ed s of engrostination, the main elements of this image consist of of in figuratively, as if the train is moving along despite the clumse of its commutation, or posss, in the form of an abstract image, which is characterized by the use of many train lines, trains, buses, coaches, etc	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, mood-serene, subject-portrait, subject-nature	512	768	0.67	35.3	49	9	warm	muted	high-contrast	portrait	complex	2025-05-25 20:55:43	204
283.jpg	A large room with s of furniture and patterned walls	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-interior, mood-cozy, style-subtle	512	768	0.67	48.9	37	21	warm	muted	high-contrast	portrait	complex	2025-05-25 20:55:44	205
284.jpg	A large room with s of furniture and patterned walls	color-warm, saturation-muted, contrast-high-contrast, format-portrait, complexity-complex, subject-interior, mood-cozy, style-subtle	512	768	0.67	48.9	37	21	warm	muted	high-contrast	portrait	complex	2025-05-25 20:55:44	206
